id_cliente,nome_cliente,cpf,sexo,cidade,estado,id_tipo_cliente
1270,Dra. Valentina Cavalcanti,850.173.694-57,Masculino,Coari,AM,2
1271,Gustavo Monteiro,308.917.246-13,Masculino,Jaru,RO,1
1272,Luísa Cavalcanti,635.980.142-60,Masculino,Criciúma,SC,1
1273,Joana Lima,943.562.780-38,Masculino,Jequié,BA,2
1274,Maria Sophia Garcia,437.290.851-23,Feminino,Penedo,AL,3
1275,Henry Gabriel Barbosa,192.630.875-12,Feminino,Camaragibe,PE,3
1276,José Miguel Rodrigues,648.279.031-31,Masculino,Colombo,PR,1
1277,Caio Novais,732.408.659-47,Feminino,Macaé,RJ,2
1278,Arthur Miguel Gomes,218.734.960-87,Feminino,Altos,PI,1
1279,Ana Cecília Ribeiro,839.520.471-04,Masculino,Garanhuns,PE,1
1280,Erick Ferreira,730.861.259-77,Feminino,Bayeux,PB,1
1281,Francisco Pires,357.096.128-12,Masculino,Itabuna,BA,1
1282,Elisa Casa Grande,850.796.324-29,Masculino,Ponta Porã,MS,2
1283,Eloá Silveira,590.176.843-48,Feminino,Novo Hamburgo,RS,3
1284,Ana Laura Gomes,913.650.478-57,Feminino,São Luís,MA,2
1285,Maria Isis da Paz,967.513.284-19,Feminino,São Gonçalo do Amarante,RN,2
1286,Daniela Marques,853.126.740-44,Feminino,Sobradinho,DF,3
1287,Sr. Pedro da Rosa,207.354.168-26,Feminino,Sinop,MT,1
1288,Maria Costela,698.357.412-55,Masculino,Guaraí,TO,1
1289,Dr. Luan Rios,623.195.487-00,Feminino,Marabá,PA,2
1290,Maria Luísa Freitas,436.180.572-53,Feminino,Balsas,MA,2
1291,Guilherme Cunha,582.934.601-05,Feminino,Taguatinga,DF,1
1292,Gustavo Gomes,924.567.183-64,Feminino,Maués,AM,2
1293,Fernanda Cassiano,657.189.340-10,Feminino,Passo Fundo,RS,2
1294,Aylla Viana,190.762.584-49,Masculino,Sena Madureira,AC,1
1295,Dom Cunha,415.926.387-91,Masculino,Caucaia,CE,1
1296,Srta. Lavínia da Rosa,182.963.075-02,Masculino,Novo Hamburgo,RS,2
1297,Yuri Pires,743.051.962-80,Masculino,Laranjal do Jari,AP,1
1298,Mateus Melo,672.904.815-85,Feminino,Uberaba,MG,1
1299,Alícia Mendonça,958.026.143-15,Masculino,Sidrolândia,MS,2
1300,Maria Júlia Cassiano,135.270.689-02,Masculino,Uberlândia,MG,2
1301,Oliver Cavalcante,543.826.019-24,Masculino,União dos Palmares,AL,2
1302,Benjamim Rezende,348.962.017-87,Feminino,Colombo,PR,1
1303,Anna Liz Farias,802.649.517-94,Masculino,Guaraí,TO,2
1304,Ravy Garcia,604.532.791-80,Feminino,Itabaiana,SE,1
1305,Manuela Cardoso,543.729.016-07,Masculino,Vitória,ES,1
1306,Luiza Moraes,102.689.534-06,Feminino,Piripiri,PI,2
1307,Eduardo Oliveira,318.056.294-33,Masculino,Contagem,MG,2
1308,Raul Pires,518.097.426-76,Feminino,Lages,SC,2
1309,Caleb Silva,106.759.482-58,Masculino,Petrolina,PE,1
1310,Luna Pires,837.619.542-55,Masculino,Alto Alegre,RR,3
1311,Dra. Ana Liz Macedo,280.715.963-02,Masculino,Jaru,RO,1
1312,Srta. Ana Vitória Correia,253.174.986-19,Feminino,Santo André,SP,2
1313,Laura Cunha,645.718.029-94,Masculino,São Bernardo do Campo,SP,1
1314,Enrico Azevedo,017.259.348-41,Masculino,Petrópolis,RJ,2
1315,Caio Dias,951.428.376-73,Feminino,Dourados,MS,1
1316,Dr. Kaique Teixeira,753.146.028-90,Masculino,Amapá,AP,1
1317,Nina Martins,567.839.104-66,Masculino,Penedo,AL,2
1318,Amanda Carvalho,562.370.894-38,Feminino,Ilhéus,BA,1
1319,Francisco Cunha,106.392.487-13,Masculino,Ribeirão Preto,SP,2
1320,Maria Júlia Castro,489.163.752-82,Masculino,Viamão,RS,1
1321,Ryan Rios,051.923.864-89,Feminino,Goiânia,GO,2
1322,Sabrina Cunha,670.251.934-61,Feminino,Cascavel,PR,2
1323,Mariane Pimenta,124.856.937-73,Feminino,Santa Maria,DF,1
1324,Antony Machado,563.128.974-19,Masculino,Governador Valadares,MG,1
1325,Luigi Oliveira,532.794.160-43,Feminino,Vitória do Jari,AP,1
1326,Samuel Nunes,705.483.126-80,Feminino,Paraíso do Tocantins,TO,2
1327,Vinícius Mendonça,741.369.250-34,Masculino,Mâncio Lima,AC,1
1328,Sr. Renan da Cruz,305.249.176-80,Masculino,Senador Guiomard,AC,3
1329,Luara Pereira,839.460.275-47,Feminino,Uberlândia,MG,2
1330,Srta. Valentina Montenegro,436.850.219-15,Masculino,Recanto das Emas,DF,2
1331,Juan Alves,061.237.584-62,Feminino,Macaíba,RN,1
1332,Eduarda Peixoto,751.236.948-46,Masculino,Parintins,AM,2
1333,Enrico Pastor,250.769.318-59,Masculino,Palmeira dos Índios,AL,1
1334,Dr. Yan Alves,659.124.087-01,Masculino,Taguatinga,DF,2
1335,Sr. Thomas Araújo,271.085.693-02,Feminino,Marechal Deodoro,AL,2
1336,Srta. Ayla Sá,598.032.614-60,Feminino,Pacaraima,RR,2
1337,Ana Liz Moura,692.401.357-07,Masculino,Penedo,AL,1
1338,Ian da Costa,089.751.362-21,Masculino,Tarauacá,AC,2
1339,Igor Cassiano,285.937.061-77,Feminino,João Pessoa,PB,1
1340,Amanda Rios,681.074.932-22,Masculino,Colinas do Tocantins,TO,2
1341,Rebeca Abreu,519.483.702-04,Masculino,Miracema do Tocantins,TO,1
1342,Larissa da Mata,856.174.290-94,Masculino,Joinville,SC,2
1343,Dr. Matteo Campos,470.395.682-92,Masculino,Recanto das Emas,DF,1
1344,Asafe Gomes,138.642.957-00,Masculino,Foz do Iguaçu,PR,1
1345,Dr. Benjamim Ramos,349.802.576-74,Feminino,Duque de Caxias,RJ,2
1346,Sr. Theo Silveira,657.341.982-00,Feminino,Joinville,SC,2
1347,Isadora Barbosa,910.674.538-57,Feminino,Pacaraima,RR,2
1348,Kevin Macedo,621.087.435-53,Feminino,Itacoatiara,AM,2
1349,João Lucas Leão,049.721.586-11,Feminino,Campo Maior,PI,2
1350,Arthur Melo,201.857.394-23,Feminino,Naviraí,MS,2
1351,Antônio Sampaio,971.568.403-39,Feminino,Nova Andradina,MS,2
1352,Maria Flor Alves,076.835.192-86,Masculino,Colinas do Tocantins,TO,2
1353,Ana Luiza Vargas,497.120.583-79,Feminino,Primavera do Leste,MT,3
1354,Sra. Agatha Rezende,067.819.254-58,Feminino,Sidrolândia,MS,1
1355,Maria Eduarda Marques,782.956.134-64,Masculino,Rio Branco,AC,3
1356,Emanuella Pacheco,657.291.384-82,Feminino,Picos,PI,3
1357,Dr. Caio Pereira,425.873.960-00,Masculino,Feijó,AC,3
1358,Luigi Montenegro,259.641.873-82,Feminino,Belo Horizonte,MG,2
1359,Otto Camargo,890.476.513-75,Masculino,Guarapuava,PR,2
1360,Srta. Lívia Mendonça,158.436.709-10,Masculino,Manaus,AM,2
1361,Sra. Bianca Câmara,723.504.619-80,Masculino,Itabuna,BA,1
1362,Leandro da Costa,643.850.192-15,Masculino,Linhares,ES,2
1363,Juan Campos,321.089.675-59,Masculino,Campos dos Goytacazes,RJ,2
1364,Maria Luiza Albuquerque,945.321.786-73,Feminino,Joinville,SC,2
1365,Ana Cecília Rocha,709.268.531-12,Masculino,Maranguape,CE,2
1366,Zoe Vargas,165.730.849-93,Feminino,Macaíba,RN,1
1367,Renan da Cunha,819.750.362-12,Feminino,Macapá,AP,3
1368,Ravy Andrade,547.183.092-04,Masculino,Nova Andradina,MS,1
1369,Ana Montenegro,712.394.650-25,Masculino,Itabaiana,SE,2
1370,Dante Sampaio,872.391.045-32,Masculino,Jaru,RO,1
1371,Brenda Rodrigues,213.768.045-90,Feminino,Ipatinga,MG,2
1372,Ana Clara da Rosa,235.674.801-62,Feminino,Piripiri,PI,1
1373,Srta. Beatriz Cavalcante,290.368.571-12,Masculino,Sapé,PB,2
1374,Ísis Caldeira,670.234.589-56,Feminino,Guarapari,ES,1
1375,João Rios,576.419.032-07,Feminino,Vitória da Conquista,BA,1
1376,Francisco Rios,375.429.086-00,Feminino,Rio de Janeiro,RJ,2
1377,Maria Sophia Camargo,803.162.547-62,Masculino,Tartarugalzinho,AP,2
1378,Marcelo Araújo,801.452.973-14,Masculino,Lagarto,SE,2
1379,Sr. Rhavi Cunha,378.910.564-39,Masculino,Cabo de Santo Agostinho,PE,2
1380,Davi Lucas Moraes,217.406.853-26,Masculino,Paranaguá,PR,3
1381,Maria Cecília Câmara,460.837.219-03,Feminino,Vila Velha,ES,1
1382,Marcelo Gonçalves,732.845.690-65,Feminino,Sete Lagoas,MG,1
1383,Vicente da Paz,716.403.529-61,Feminino,Castanhal,PA,1
1384,Srta. Ana Cecília Freitas,469.352.781-55,Feminino,Paranaíba,MS,2
1385,Ravy Moraes,762.390.814-69,Feminino,Crato,CE,2
1386,João Felipe da Mata,483.261.975-64,Masculino,Parnamirim,RN,1
1387,Lucas Gabriel Moreira,648.731.925-28,Masculino,Gama,DF,1
1388,Luiz Miguel Silva,895.134.607-20,Masculino,Manaus,AM,1
1389,Isadora Costela,952.837.164-73,Masculino,Paraíso do Tocantins,TO,1
1390,Sra. Natália Nascimento,524.708.916-20,Feminino,Bacabal,MA,2
1391,Bernardo Correia,478.962.301-78,Feminino,Recanto das Emas,DF,1
1392,Paulo Pires,719.362.054-16,Masculino,Colombo,PR,2
1393,Luiz Miguel Teixeira,091.284.653-42,Masculino,Porto Alegre,RS,1
1394,Dra. Mariana Costela,098.724.513-97,Masculino,Anápolis,GO,1
1395,Igor Câmara,945.617.028-49,Feminino,Santos,SP,1
1396,Enzo Gabriel Gomes,380.174.265-26,Feminino,Porto Velho,RO,1
1397,Josué Jesus,397.415.680-10,Masculino,Bonfim,RR,3
1398,Isaque Rios,468.315.079-48,Feminino,Açailândia,MA,1
1399,Sra. Melina Cassiano,690.421.385-05,Feminino,Parnaíba,PI,3
1400,Sr. Theo Montenegro,967.412.580-94,Masculino,Currais Novos,RN,1
1401,Maria Flor Cavalcante,638.297.501-02,Masculino,União,PI,2
1402,Mateus Peixoto,703.568.924-92,Feminino,Rio Largo,AL,3
1403,Manuella Fonseca,607.359.481-00,Masculino,Governador Valadares,MG,1
1404,Luiz Fernando da Conceição,459.318.720-60,Feminino,Brasileia,AC,2
1405,Mateus Fonseca,031.579.468-20,Feminino,Cacoal,RO,1
1406,Jade Machado,249.637.105-52,Feminino,São Paulo,SP,2
1407,Enzo Moreira,139.406.782-87,Feminino,Palmas,TO,3
1408,Eloah da Costa,031.962.745-43,Feminino,Serra,ES,1
1409,Maria Eduarda Silveira,298.107.635-30,Feminino,Caracaraí,RR,1
1410,Sofia Araújo,628.031.495-24,Masculino,Pedro II,PI,3
1411,Lara Martins,372.501.486-80,Feminino,Marabá,PA,2
1412,Marcos Vinicius Carvalho,047.835.621-80,Masculino,Santa Inês,MA,1
1413,Stephany Fogaça,964.731.502-34,Masculino,Ceilândia,DF,2
1414,Brayan Peixoto,541.839.672-28,Masculino,Itabuna,BA,2
1415,Levi Mendonça,309.751.628-02,Masculino,Santarém,PA,2
1416,Liz Gonçalves,320.198.564-33,Masculino,Uberlândia,MG,2
1417,Sra. Maria Fernanda Costela,726.015.948-02,Masculino,Crato,CE,2
1418,Luiz Fernando Martins,691.425.307-25,Feminino,Florianópolis,SC,2
1419,Luiz Gustavo Farias,342.061.759-34,Feminino,Parauapebas,PA,1
1420,Helena Pires,850.362.914-33,Masculino,Camaçari,BA,1
1421,Léo Aragão,817.635.024-90,Masculino,Senador Guiomard,AC,2
1422,Marcos Vinicius Farias,742.160.359-06,Masculino,São Gonçalo do Amarante,RN,1
1423,Asafe Aparecida,402.139.658-60,Feminino,Dourados,MS,2
1424,Jade Costela,012.697.354-70,Feminino,Jequié,BA,2
1425,Eloah Rocha,718.532.496-37,Feminino,Gravataí,RS,1
1426,Luísa Pires,582.964.730-38,Masculino,Camaragibe,PE,1
1427,Antônio Lopes,745.823.601-90,Masculino,Vitória,ES,1
1428,Cauê Casa Grande,839.176.024-31,Masculino,Valparaíso de Goiás,GO,1
1429,Maria Liz Leão,954.018.326-05,Feminino,Itabaiana,SE,1
1430,Sr. Pedro Henrique Guerra,629.308.451-98,Feminino,Assu,RN,2
1431,Ryan Mendonça,639.812.540-15,Masculino,Guarapari,ES,1
1432,Sr. Luan Pastor,618.095.723-12,Feminino,Caicó,RN,2
1433,Ayla Vieira,208.317.569-77,Masculino,Nova Cruz,RN,2
1434,Maria Alice Rios,910.825.734-50,Masculino,Parnaíba,PI,2
1435,Alexandre Correia,267.094.538-47,Masculino,Aracruz,ES,2
1436,Larissa Carvalho,174.958.063-20,Masculino,Foz do Iguaçu,PR,2
1437,Sra. Ana Beatriz Gonçalves,527.638.419-37,Feminino,Planaltina,DF,1
1438,Isabela Vieira,453.176.902-34,Feminino,São Cristóvão,SE,2
1439,Dante Casa Grande,172.950.863-40,Masculino,Santa Inês,MA,3
1440,Isabella Silva,768.054.239-29,Masculino,Cabedelo,PB,1
1441,Ana Beatriz Fonseca,263.905.418-05,Masculino,Quixadá,CE,3
1442,Theo Martins,657.123.840-35,Masculino,Cáceres,MT,1
1443,Enzo da Cunha,617.280.543-62,Masculino,Maranguape,CE,2
1444,Guilherme Silveira,260.879.431-96,Masculino,Campina Grande,PB,1
1445,Sr. Cauã Mendes,839.124.576-46,Feminino,Caxias do Sul,RS,1
1446,Fernanda Lopes,074.839.216-50,Feminino,Rolim de Moura,RO,1
1447,Ana Luiza Melo,673.241.859-91,Masculino,Lages,SC,2
1448,Ana Carolina da Conceição,946.208.157-30,Masculino,Primavera do Leste,MT,1
1449,Isabella Gonçalves,069.724.381-87,Masculino,Sete Lagoas,MG,3
1450,Ana Júlia Monteiro,934.601.827-50,Masculino,Juazeiro do Norte,CE,1
1451,Yago Rezende,306.821.975-21,Feminino,Parauapebas,PA,1
1452,José Pedro Cavalcante,496.137.850-00,Masculino,Caxias,MA,1
1453,Leonardo Nogueira,819.705.643-93,Feminino,Brasília,DF,2
1454,Danilo Teixeira,751.463.092-99,Feminino,Plácido de Castro,AC,2
1455,Luiz Henrique Viana,152.394.760-80,Feminino,Curitiba,PR,2
1456,Aurora Azevedo,295.147.638-82,Feminino,Cariacica,ES,2
1457,Luigi Gomes,619.875.320-40,Masculino,Cajazeiras,PB,1
1458,Srta. Sabrina Novais,765.921.034-34,Masculino,Aracruz,ES,1
1459,Alexandre Oliveira,509.723.816-86,Feminino,Palmeira dos Índios,AL,1
1460,Davi Luiz Brito,981.473.625-28,Feminino,Palmeira dos Índios,AL,3
1461,Arthur Gabriel Viana,534.782.096-92,Feminino,Uberlândia,MG,1
1462,Davi Miguel Sampaio,462.783.051-35,Masculino,Juazeiro do Norte,CE,2
1463,Theo das Neves,460.725.198-49,Masculino,Sapé,PB,1
1464,Vinicius Pereira,915.062.487-30,Feminino,Mazagão,AP,1
1465,Heitor Pacheco,130.264.759-80,Masculino,Araguaína,TO,2
1466,Letícia Brito,604.382.795-65,Feminino,Bacabal,MA,1
1467,Bernardo Brito,901.386.275-68,Masculino,Ipatinga,MG,1
1468,Emanuel Pastor,831.275.069-02,Masculino,Canoas,RS,2
1469,Helena Siqueira,293.704.865-00,Feminino,Volta Redonda,RJ,3
1470,Isabela Araújo,639.142.507-80,Feminino,Balneário Camboriú,SC,3
1471,Maria Sophia Pacheco,493.807.261-04,Feminino,Altamira,PA,2
1472,Danilo Guerra,934.517.620-99,Feminino,Pedro II,PI,3
1473,Isadora Cardoso,038.596.742-00,Feminino,Barreiras,BA,2
1474,Daniel Oliveira,031.659.847-00,Masculino,Olinda,PE,3
1475,Pietro Casa Grande,215.937.680-95,Masculino,Santa Maria,RS,3
1476,Clara Costela,653.981.742-82,Masculino,Manaus,AM,2
1477,Ana Julia da Cunha,067.195.328-12,Feminino,São José,SC,2
1478,Noah Camargo,429.813.057-60,Masculino,Belém,PA,1
1479,Mirella Ferreira,437.152.869-46,Feminino,Tarauacá,AC,2
1480,Rhavi Câmara,720.613.498-03,Feminino,Campinas,SP,1
1481,João Felipe Silveira,584.902.731-97,Feminino,Aracaju,SE,1
1482,Benício Nunes,134.297.568-55,Masculino,Uberaba,MG,2
1483,Agatha Cassiano,056.429.378-47,Feminino,Gurupi,TO,1
1484,Leandro Silveira,648.713.205-53,Masculino,Pacaraima,RR,3
1485,Fernanda da Cruz,509.231.648-98,Feminino,Ariquemes,RO,2
1486,Allana Sales,192.830.657-86,Feminino,São José dos Pinhais,PR,2
1487,Ana Sophia Caldeira,872.156.430-26,Feminino,Florianópolis,SC,2
1488,José Miguel Albuquerque,961.254.308-98,Masculino,Belford Roxo,RJ,2
1489,Sr. Dante Borges,483.072.196-04,Feminino,Santa Maria,DF,2
1490,Helena Vieira,651.048.723-35,Masculino,Laranjal do Jari,AP,1
1491,Paulo Sampaio,597.481.023-60,Masculino,Uberaba,MG,2
1492,Alícia Rios,432.615.078-53,Masculino,Macaé,RJ,1
1493,Gustavo Henrique Costa,247.053.196-99,Feminino,Santo André,SP,2
1494,Dante Silveira,354.689.120-15,Masculino,Porto Alegre,RS,1
1495,Renan Garcia,025.941.368-24,Feminino,Caruaru,PE,1
1496,Heitor Barbosa,261.375.984-46,Masculino,Recanto das Emas,DF,1
1497,Eduarda Peixoto,837.914.652-28,Masculino,Campo Grande,MS,2
1498,Heitor Siqueira,036.284.597-29,Feminino,Guarabira,PB,1
1499,Srta. Ana Júlia da Conceição,817.354.902-88,Feminino,Picos,PI,1
1500,Isabel Cardoso,301.745.869-57,Feminino,Lages,SC,1
1501,José Pedro Farias,829.035.167-40,Masculino,Feira de Santana,BA,2
1502,Dra. Aurora Moreira,271.354.098-41,Masculino,Brasília,DF,2
1503,Eloah Rodrigues,450.768.923-65,Masculino,Feijó,AC,3
1504,Lorenzo Cavalcante,918.573.062-95,Masculino,Governador Valadares,MG,3
1505,Apollo Silveira,258.370.916-02,Feminino,Floriano,PI,1
1506,Bryan Nogueira,287.934.056-00,Masculino,Vilhena,RO,1
1507,Theodoro Pinto,056.394.718-75,Feminino,Codó,MA,2
1508,Benicio Abreu,436.257.019-52,Masculino,Rorainópolis,RR,1
1509,Clarice Guerra,613.782.594-91,Masculino,Aparecida de Goiânia,GO,1
1510,Ana Julia Fonseca,426.509.781-20,Feminino,Recanto das Emas,DF,1
1511,Nicolas Costela,367.420.185-26,Feminino,Anápolis,GO,3
1512,João Felipe Aragão,164.870.592-85,Feminino,Nova Iguaçu,RJ,1
1513,Emanuelly Novaes,793.418.520-05,Masculino,Ceará-Mirim,RN,2
1514,Juliana da Cruz,219.534.760-07,Masculino,Salvador,BA,2
1515,Lorena Jesus,420.136.859-98,Feminino,Tabatinga,AM,1
1516,Cauã das Neves,417.603.298-78,Feminino,Rondonópolis,MT,2
1517,Luiz Gustavo Sá,540.136.287-08,Masculino,Ceará-Mirim,RN,1
1518,Gael Siqueira,017.326.589-86,Feminino,São Leopoldo,RS,1
1519,Cauê Freitas,382.675.190-68,Feminino,Duque de Caxias,RJ,1
1520,Manuela Andrade,409.165.738-93,Feminino,Maués,AM,1
1521,Jade Pastor,516.987.032-95,Masculino,Caruaru,PE,3
1522,Dra. Mirella Moura,710.485.923-32,Feminino,Macaíba,RN,3
1523,Helena Carvalho,653.079.481-66,Feminino,Crato,CE,2
1524,Dr. Calebe Martins,860.715.932-12,Feminino,Cabedelo,PB,1
1525,Dr. Daniel Novaes,280.153.964-33,Masculino,Tefé,AM,2
1526,João Miguel Peixoto,160.459.382-24,Masculino,Paço do Lumiar,MA,2
1527,Benjamin Barbosa,418.695.207-85,Masculino,Parnaíba,PI,1
1528,Igor Gonçalves,875.604.139-00,Feminino,Ipatinga,MG,2
1529,Emanuel Cunha,982.013.754-32,Feminino,Colombo,PR,1
1530,Ana Vitória Borges,409.175.328-05,Masculino,Cachoeiro de Itapemirim,ES,1
1531,Sr. Lucca da Costa,768.350.492-00,Masculino,Cabo de Santo Agostinho,PE,1
1532,Allana Aparecida,309.275.841-23,Feminino,Miracema do Tocantins,TO,1
1533,Rafael Barbosa,531.762.490-80,Masculino,Belford Roxo,RJ,2
1534,Sophia Novaes,261.358.490-42,Feminino,Caucaia,CE,2
1535,Giovanna Moura,490.712.685-94,Feminino,Iranduba,AM,2
1536,Luigi da Rosa,372.901.486-22,Masculino,Londrina,PR,2
1537,Camila Aragão,157.860.429-01,Masculino,Açailândia,MA,1
1538,Ana Luiza da Rocha,420.538.169-70,Feminino,Iracema,RR,2
1539,Maria Flor Vasconcelos,487.092.153-79,Masculino,Governador Valadares,MG,2
1540,Maria Isis Porto,932.740.651-61,Masculino,Oiapoque,AP,2
1541,Evelyn Cavalcanti,312.687.594-73,Feminino,Lagarto,SE,2
1542,Ana Laura Jesus,907.138.564-75,Feminino,Cascavel,PR,1
1543,Melina Cavalcanti,349.861.275-19,Feminino,Samambaia,DF,2
1544,Isabelly Moreira,280.697.514-01,Feminino,Santa Inês,MA,2
1545,Pedro Henrique Fernandes,082.347.165-90,Masculino,Castanhal,PA,3
1546,Yan Garcia,965.370.148-75,Masculino,Currais Novos,RN,1
1547,Beatriz Rocha,235.490.761-34,Masculino,São Luís,MA,1
1548,Ágatha Cassiano,348.506.197-20,Feminino,Mâncio Lima,AC,2
1549,André Rios,869.305.417-10,Masculino,Coari,AM,3
1550,Bruno Rios,350.769.821-86,Feminino,Altamira,PA,1
1551,Juan Pires,915.037.826-03,Feminino,Viamão,RS,1
1552,Melina Ramos,620.581.947-30,Feminino,Ponta Grossa,PR,2
1553,Maysa Macedo,946.103.728-78,Feminino,Camaçari,BA,2
1554,Caroline Peixoto,250.473.618-53,Masculino,Guaraí,TO,1
1555,Bernardo Vargas,406.957.283-00,Masculino,Salvador,BA,1
1556,Guilherme Marques,312.768.495-91,Masculino,Ilhéus,BA,2
1557,Ravi Lucca Nogueira,170.968.423-22,Feminino,Laranjal do Jari,AP,2
1558,Mateus Camargo,369.842.175-55,Masculino,Sapé,PB,3
1559,Manuella Garcia,138.704.296-31,Feminino,Guarabira,PB,1
1560,Ana Julia Silveira,250.139.786-02,Feminino,Sorriso,MT,1
1561,João Miguel Aragão,379.520.814-97,Masculino,Natal,RN,2
1562,Ravi Sousa,782.105.694-49,Feminino,São Leopoldo,RS,1
1563,Zoe Cirino,134.789.256-73,Feminino,Maceió,AL,2
1564,Dra. Maysa da Conceição,638.041.259-05,Masculino,Iranduba,AM,2
1565,Sr. Rael Sousa,076.359.814-39,Feminino,Jequié,BA,3
1566,Sara da Costa,682.907.513-03,Masculino,Guarabira,PB,1
1567,Enzo Gabriel Cirino,358.710.926-59,Masculino,São Mateus,ES,2
1568,Lucas Gabriel Nogueira,714.398.026-96,Feminino,Normandia,RR,2
1569,Davi Miguel Duarte,967.840.251-30,Masculino,Natal,RN,3
1570,Ágatha da Paz,802.197.543-14,Feminino,Camaragibe,PE,2
1571,Ágatha Lopes,948.512.730-88,Feminino,Belford Roxo,RJ,1
1572,Antonella da Paz,578.603.914-57,Feminino,Caxias,MA,1
1573,Yago Guerra,769.148.025-30,Feminino,Balneário Camboriú,SC,1
1574,Mateus Vasconcelos,197.345.680-00,Feminino,Duque de Caxias,RJ,2
1575,Maya Montenegro,728.945.130-97,Feminino,Santos,SP,1
1576,Yasmin Dias,806.517.294-67,Feminino,Laranjal do Jari,AP,2
1577,Luiz Miguel Sá,695.734.082-10,Feminino,Anápolis,GO,2
1578,João Lucas Nogueira,258.961.347-46,Masculino,Goiânia,GO,2
1579,Davi Miguel Fogaça,942.516.780-01,Feminino,Duque de Caxias,RJ,2
1580,Yago Oliveira,156.920.847-67,Masculino,Guarulhos,SP,1
1581,Sra. Emanuelly Fernandes,628.341.597-00,Masculino,Olinda,PE,2
1582,Henry Gabriel Montenegro,186.270.359-03,Masculino,Uberlândia,MG,3
1583,Lunna Almeida,957.682.403-65,Feminino,Tocantinópolis,TO,2
1584,Leandro Pires,918.603.452-98,Feminino,Tobias Barreto,SE,1
1585,Vicente Santos,534.609.271-43,Feminino,Blumenau,SC,1
1586,Caio Duarte,471.268.035-08,Masculino,União dos Palmares,AL,2
1587,Sr. Otto Melo,813.675.204-44,Feminino,Palmeira dos Índios,AL,2
1588,Juliana Cassiano,149.027.386-78,Masculino,Bacabal,MA,2
1589,Dra. Valentina Melo,802.639.714-22,Masculino,Cáceres,MT,2
1590,Théo Moura,856.172.390-40,Feminino,Barras,PI,1
1591,Dr. Rael Nascimento,748.615.329-73,Masculino,Sorriso,MT,3
1592,Maitê Sousa,485.793.216-46,Feminino,Humaitá,AM,2
1593,Theodoro Cardoso,418.653.209-51,Feminino,Macaíba,RN,1
1594,Asafe Aparecida,245.718.609-94,Feminino,Campinas,SP,1
1595,Danilo Duarte,513.029.764-43,Masculino,Patos,PB,2
1596,Mariana Novais,214.967.385-19,Masculino,Campo Maior,PI,2
1597,Theo Sales,367.592.804-74,Masculino,Ipatinga,MG,1
1598,Luiz Otávio Moraes,254.107.689-49,Masculino,Araguaína,TO,1
1599,Srta. Esther Azevedo,239.650.784-29,Feminino,Parnaíba,PI,2
1600,Marcos Vinicius Sousa,013.726.894-78,Masculino,Linhares,ES,1
1601,Sr. Vitor Cavalcante,761.539.482-19,Masculino,Senador Guiomard,AC,1
1602,Luna da Luz,584.316.920-06,Masculino,Mossoró,RN,2
1603,Sr. Caleb Moraes,763.509.824-10,Masculino,Amapá,AP,1
1604,Sra. Bárbara Ramos,721.359.460-52,Feminino,Itacoatiara,AM,1
1605,Ester Alves,528.149.673-55,Feminino,Rorainópolis,RR,2
1606,Carlos Eduardo Siqueira,651.827.409-30,Feminino,Tobias Barreto,SE,2
1607,Dr. Joaquim Vieira,983.246.510-98,Feminino,Anápolis,GO,2
1608,Nicole Sousa,732.689.105-21,Feminino,Aracaju,SE,1
1609,José Oliveira,712.345.609-25,Feminino,União dos Palmares,AL,3
1610,Emanuella Macedo,120.894.365-06,Masculino,Maranguape,CE,1
1611,Srta. Hadassa Mendonça,523.160.479-80,Feminino,Caicó,RN,1
1612,Ana Júlia Novaes,320.784.951-23,Feminino,Itacoatiara,AM,2
1613,Sarah Montenegro,975.812.403-04,Feminino,Santa Maria,DF,2
1614,Yasmin Gonçalves,093.825.176-77,Masculino,Santa Maria,RS,1
1615,Luna Camargo,715.689.032-86,Feminino,Amapá,AP,2
1616,Eloah Vasconcelos,950.721.346-52,Masculino,Plácido de Castro,AC,1
1617,Gael Henrique Abreu,967.014.382-96,Feminino,São Miguel dos Campos,AL,1
1618,Miguel Aragão,291.760.358-59,Feminino,Barra do Garças,MT,1
1619,Cecilia Aragão,198.035.642-42,Masculino,Cabo de Santo Agostinho,PE,1
1620,Dante Pinto,072.584.396-92,Feminino,Ponta Grossa,PR,1
1621,Hadassa Andrade,436.821.057-35,Feminino,Iranduba,AM,2
1622,Liz Vasconcelos,812.679.034-22,Masculino,Betim,MG,1
1623,Miguel Pires,825.604.973-10,Feminino,Aquidauana,MS,3
1624,Laura Garcia,203.596.784-83,Feminino,Pedra Branca do Amapari,AP,2
1625,Luiz Felipe Cardoso,970.681.352-77,Masculino,Vilhena,RO,1
1626,Gabriel Lima,589.423.706-83,Feminino,Sinop,MT,1
1627,José Pedro Barbosa,209.386.514-98,Feminino,Tefé,AM,2
1628,Isabel Novais,740.185.963-75,Masculino,São José,SC,1
1629,Mariane Pastor,063.182.954-70,Feminino,Senador Guiomard,AC,1
1630,Emanuel Rodrigues,034.916.785-01,Feminino,Vitória do Jari,AP,2
1631,Sara Nunes,756.924.018-94,Masculino,Colombo,PR,3
1632,Marcela Freitas,462.173.098-31,Masculino,Penedo,AL,1
1633,Maya Abreu,108.674.532-90,Feminino,Várzea Grande,MT,1
